id,faculty_name,lecture_name,register,passed
15934,農学研究科,生態情報開発学専攻実験2,"{1,4,NULL,3,5}","{1,4,NULL,3,3}"
15935,農学研究科,生態情報開発学特論,"{10,NULL,NULL,NULL,12}","{9,NULL,NULL,NULL,7}"
15936,農学研究科,生物センシング工学演習1,"{6,4,NULL,NULL,NULL}","{6,4,NULL,NULL,NULL}"
15937,農学研究科,生物センシング工学演習2,"{4,1,NULL,NULL,NULL}","{4,1,NULL,NULL,NULL}"
15938,農学研究科,生物センシング工学実験1,"{6,4,NULL,4,5}","{6,4,NULL,4,5}"
15939,農学研究科,生物センシング工学実験2,"{4,1,4,6,6}","{4,1,4,6,5}"
15940,農学研究科,生物センシング工学特論,"{12,NULL,NULL,NULL,NULL}","{12,NULL,NULL,NULL,NULL}"
15941,農学研究科,生物機能材料学,"{12,34,17,26,28}","{12,30,16,25,25}"
15942,農学研究科,生物機能材料学演習1,"{1,3,1,4,3}","{1,3,1,4,3}"
15943,農学研究科,生物機能材料学演習2,"{3,2,3,3,3}","{3,2,3,3,3}"
15944,農学研究科,生物機能材料学専攻実験1,"{1,3,1,4,3}","{1,3,1,4,3}"
15945,農学研究科,生物機能材料学専攻実験2,"{3,2,3,3,3}","{3,2,3,3,3}"
15946,農学研究科,生物機能制御化学講義,"{26,44,25,39,51}","{21,33,18,24,30}"
15947,農学研究科,生物機能制御化学専攻演習1,"{6,2,5,5,7}","{6,2,4,5,7}"
15948,農学研究科,生物機能制御化学専攻演習2,"{2,4,5,8,4}","{2,4,5,8,3}"
15949,農学研究科,生物機能制御化学専攻実験1,"{6,2,5,5,7}","{6,2,4,5,7}"
15950,農学研究科,生物機能制御化学専攻実験2,"{2,4,5,8,4}","{2,4,5,8,3}"
15951,農学研究科,生物機能変換学専攻演習1,"{3,4,5,2,3}","{3,4,5,2,3}"
15952,農学研究科,生物機能変換学専攻演習2,"{4,5,2,3,5}","{4,5,2,3,5}"
15953,農学研究科,生物機能変換学専攻実験1,"{3,4,5,2,3}","{3,4,5,2,3}"
15954,農学研究科,生物機能変換学専攻実験2,"{4,5,2,3,5}","{4,5,2,3,5}"
15955,農学研究科,生物材料化学演習1,"{3,3,4,5,5}","{3,3,4,5,5}"
15956,農学研究科,生物材料化学演習2,"{3,4,5,5,3}","{3,4,5,5,3}"
15957,農学研究科,生物材料化学専攻実験1,"{3,3,4,5,5}","{3,3,4,5,5}"
15958,農学研究科,生物材料化学専攻実験2,"{3,4,5,5,3}","{3,4,5,5,3}"
15959,農学研究科,生物材料化学特論1,"{11,17,13,13,16}","{11,14,11,13,13}"
15960,農学研究科,生物材料化学特論2,"{11,16,12,7,11}","{9,11,11,6,9}"
15961,農学研究科,生物材料設計学演習1,"{3,4,1,3,4}","{3,4,1,3,4}"
15962,農学研究科,生物材料設計学演習2,"{4,1,3,4,4}","{4,1,3,4,4}"
15963,農学研究科,生物材料設計学専攻実験1,"{3,4,1,3,4}","{3,4,1,3,4}"
15964,農学研究科,生物材料設計学専攻実験2,"{4,1,3,4,4}","{4,1,3,4,4}"
15965,農学研究科,生物材料設計学特論1,"{15,NULL,NULL,NULL,12}","{13,NULL,NULL,NULL,12}"
15966,農学研究科,生物材料設計学特論2,"{13,NULL,NULL,NULL,13}","{10,NULL,NULL,NULL,12}"
15967,農学研究科,生物資源経済学特別講義 IA,"{3,10,NULL,NULL,2}","{1,4,NULL,NULL,0}"
15968,農学研究科,生物資源経済学特別講義 IB,"{2,2,5,3,8}","{2,2,4,3,3}"
15969,農学研究科,生物資源経済学特別講義 IIB,"{6,5,NULL,NULL,2}","{5,2,NULL,NULL,0}"
15970,農学研究科,生物資源経済学特別講義 IIIA,"{14,10,NULL,NULL,9}","{10,6,NULL,NULL,3}"
15971,農学研究科,生物資源経済学特別講義 IVA,"{10,NULL,NULL,NULL,8}","{7,NULL,NULL,NULL,5}"
15972,農学研究科,生物資源経済学特別講義 IVB,"{4,3,NULL,NULL,7}","{3,2,NULL,NULL,3}"
15973,農学研究科,生物資源経済学特別講義 VB,"{2,5,NULL,9,NULL}","{2,3,NULL,3,NULL}"
15974,農学研究科,生物繊維学 I,"{11,23,7,13,17}","{11,16,5,13,16}"
15975,農学研究科,生物繊維学演習1,"{4,4,3,3,4}","{4,4,3,3,3}"
15976,農学研究科,生物繊維学演習2,"{4,3,3,3,4}","{4,3,3,3,4}"
15977,農学研究科,生物繊維学専攻実験1,"{4,4,3,3,4}","{4,4,3,3,3}"
15978,農学研究科,生物繊維学専攻実験2,"{4,3,3,3,4}","{4,3,3,3,4}"
15979,農学研究科,生物調節化学講義,"{3,10,21,19,21}","{2,7,13,10,14}"
15980,農学研究科,生物調節化学専攻演習1,"{4,4,6,5,4}","{4,4,6,5,4}"
15981,農学研究科,生物調節化学専攻演習2,"{4,6,5,4,5}","{4,6,5,3,5}"
15982,農学研究科,生物調節化学専攻実験1,"{4,4,6,5,4}","{4,4,6,5,4}"
15983,農学研究科,生物調節化学専攻実験2,"{4,6,5,4,5}","{4,6,5,3,5}"
15984,農学研究科,生物有機化学特論,"{44,NULL,NULL,NULL,34}","{43,NULL,NULL,NULL,32}"
15985,農学研究科,生命有機化学専攻演習1,"{4,4,3,3,5}","{4,4,3,3,5}"
15986,農学研究科,生命有機化学専攻演習2,"{4,4,2,5,2}","{4,4,1,5,1}"
15987,農学研究科,生命有機化学専攻実験1,"{4,4,3,3,5}","{4,4,3,3,5}"
15988,農学研究科,生命有機化学専攻実験2,"{4,4,2,5,2}","{4,4,1,5,1}"
15989,農学研究科,生理化学概論,"{33,42,49,45,47}","{30,35,40,34,39}"
15990,農学研究科,設計情報処理演習1,"{3,5,NULL,NULL,NULL}","{3,5,NULL,NULL,NULL}"
15991,農学研究科,設計情報処理演習2,"{5,4,NULL,NULL,NULL}","{5,4,NULL,NULL,NULL}"
15992,農学研究科,代謝栄養学特論,"{38,NULL,NULL,NULL,39}","{37,NULL,NULL,NULL,37}"
15993,農学研究科,地域環境科学特別講義 I,"{14,9,14,11,9}","{7,6,10,8,4}"
15994,農学研究科,地域環境科学特別講義 II,"{23,NULL,22,13,14}","{18,NULL,7,10,10}"
15995,農学研究科,地域環境科学特別講義 III,"{19,NULL,23,22,NULL}","{13,NULL,7,11,NULL}"
15996,農学研究科,地域環境科学特別講義 IX,"{13,18,NULL,NULL,17}","{8,9,NULL,NULL,11}"
15997,農学研究科,地域環境科学特別講義 V,"{35,19,12,32,13}","{22,15,8,22,5}"
15998,農学研究科,地域環境科学特別講義 VI,"{33,13,30,18,7}","{25,11,17,13,2}"
15999,農学研究科,地域環境経済学1A,"{10,11,13,10,11}","{10,11,13,10,11}"
16000,農学研究科,地域環境経済学1B,"{9,9,11,10,14}","{9,9,10,10,13}"
16001,農学研究科,地域環境経済学2A,"{5,6,4,5,4}","{5,5,4,4,4}"
16002,農学研究科,地域環境経済学2B,"{5,6,5,4,3}","{5,5,5,4,3}"
16003,農学研究科,地域環境経済学専攻演習1,"{4,4,4,4,4}","{4,4,4,4,4}"
16004,農学研究科,地域環境経済学専攻演習2,"{4,4,4,4,4}","{4,4,4,4,3}"
16005,農学研究科,地域資源経済論A,"{4,6,8,6,8}","{4,6,8,6,7}"
16006,農学研究科,地域資源経済論B,"{4,5,7,6,5}","{4,5,7,6,5}"
16007,農学研究科,畜産資源学演習1,"{4,4,3,3,4}","{4,4,3,3,4}"
16008,農学研究科,畜産資源学演習2,"{4,3,3,4,4}","{4,3,3,4,4}"
16009,農学研究科,畜産資源学専攻実験1,"{4,4,3,3,4}","{4,4,3,3,4}"
16010,農学研究科,畜産資源学専攻実験2,"{4,3,3,4,4}","{4,3,3,4,4}"
16011,農学研究科,定性研究デザイン特論,"{4,12,NULL,NULL,NULL}","{4,8,NULL,NULL,NULL}"
16012,農学研究科,土壌学演習1,"{3,3,3,3,3}","{3,3,3,3,3}"
16013,農学研究科,土壌学演習2,"{3,2,4,3,4}","{3,2,4,3,4}"
16014,農学研究科,土壌学専攻実験1,"{3,3,3,3,3}","{3,3,3,3,3}"
16015,農学研究科,土壌学専攻実験2,"{3,2,4,3,4}","{3,2,4,3,4}"
16016,農学研究科,土壌学特論,"{21,NULL,NULL,NULL,35}","{20,NULL,NULL,NULL,31}"
16017,農学研究科,東南アジア地域論,"{17,19,15,10,14}","{14,17,11,4,6}"
16018,農学研究科,動物ゲノム学特論,"{29,NULL,NULL,NULL,11}","{29,NULL,NULL,NULL,10}"
16019,農学研究科,動物遺伝育種学演習1,"{7,NULL,NULL,NULL,NULL}","{7,NULL,NULL,NULL,NULL}"
16020,農学研究科,動物遺伝育種学専攻実験1,"{7,NULL,NULL,NULL,NULL}","{7,NULL,NULL,NULL,NULL}"
16021,農学研究科,動物栄養科学演習1,"{4,7,5,5,7}","{4,7,5,5,6}"
16022,農学研究科,動物栄養科学演習2,"{8,5,5,6,3}","{8,4,5,6,3}"
16023,農学研究科,動物栄養科学専攻実験1,"{4,7,5,5,7}","{4,7,5,5,6}"
16024,農学研究科,動物栄養科学専攻実験2,"{8,5,5,6,3}","{8,4,5,6,3}"
16025,農学研究科,動物微量栄養素学特論,"{18,NULL,NULL,NULL,18}","{17,NULL,NULL,NULL,16}"
16026,農学研究科,日本の農業と環境,"{23,26,29,9,12}","{20,19,27,9,10}"
16027,農学研究科,熱帯作物立地論,"{15,NULL,NULL,NULL,18}","{14,NULL,NULL,NULL,11}"
16028,農学研究科,熱帯農業生態学演習1,"{5,4,1,2,4}","{5,4,1,2,4}"
16029,農学研究科,熱帯農業生態学演習2,"{3,1,3,5,4}","{3,1,3,3,4}"
16030,農学研究科,熱帯農業生態学専攻実験1,"{5,4,1,2,4}","{5,4,1,2,4}"
16031,農学研究科,熱帯農業生態学専攻実験2,"{3,1,3,5,5}","{3,1,3,3,5}"
16032,農学研究科,熱帯林環境学専攻演習1,"{3,2,5,3,NULL}","{3,2,5,3,NULL}"
16033,農学研究科,熱帯林環境学専攻演習2,"{2,5,NULL,NULL,3}","{2,5,NULL,NULL,3}"
16034,農学研究科,熱帯林環境学専攻実験1,"{3,2,5,3,NULL}","{3,2,5,3,NULL}"
16035,農学研究科,熱帯林環境学専攻実験2,"{2,5,NULL,NULL,3}","{2,5,NULL,NULL,3}"
16036,農学研究科,熱帯林環境学特論1,"{12,NULL,18,10,14}","{12,NULL,13,10,13}"
16037,農学研究科,熱帯林環境学特論2,"{10,NULL,9,12,13}","{7,NULL,9,8,13}"
16038,農学研究科,農学原論1A,"{8,8,5,10,8}","{8,6,5,10,8}"
16039,農学研究科,農学原論1B,"{7,5,4,7,9}","{7,5,4,7,9}"
16040,農学研究科,農学原論2A,"{6,7,5,3,7}","{5,6,5,3,7}"
16041,農学研究科,農学原論2B,"{5,2,4,4,7}","{5,2,4,4,7}"
16042,農学研究科,農学原論専攻演習1,"{5,6,3,4,5}","{5,6,2,4,4}"
16043,農学研究科,農学原論専攻演習2,"{5,2,4,3,9}","{5,2,3,3,9}"
16044,農学研究科,農学特別講義 I,"{46,NULL,NULL,NULL,45}","{35,NULL,NULL,NULL,33}"
16045,農学研究科,農学特別講義 II,"{44,NULL,NULL,NULL,40}","{26,NULL,NULL,NULL,12}"
16046,農学研究科,農学特別講義 V,"{37,NULL,NULL,NULL,42}","{25,NULL,NULL,NULL,32}"
16047,農学研究科,農学特別講義 VI,"{34,NULL,NULL,NULL,38}","{20,NULL,NULL,NULL,17}"
16048,農学研究科,農業システム工学演習1,"{6,3,NULL,NULL,NULL}","{6,3,NULL,NULL,NULL}"
16049,農学研究科,農業システム工学演習2,"{3,5,NULL,NULL,NULL}","{3,5,NULL,NULL,NULL}"
16050,農学研究科,農業システム工学実験1,"{6,3,NULL,5,5}","{6,3,NULL,5,5}"
16051,農学研究科,農業システム工学実験2,"{3,5,5,5,5}","{3,5,5,5,5}"
16052,農学研究科,農業経営情報会計学1A,"{2,NULL,6,7,8}","{2,NULL,6,7,8}"
16053,農学研究科,農業経営情報会計学1B,"{2,NULL,4,4,7}","{2,NULL,4,4,6}"
16054,農学研究科,農業経営情報会計学2A,"{2,NULL,2,3,5}","{2,NULL,2,3,5}"
16055,農学研究科,農業経営情報会計学2B,"{1,NULL,3,3,5}","{1,NULL,3,3,5}"
16056,農学研究科,農業経営情報会計学専攻演習2,"{1,2,2,3,5}","{1,1,2,3,5}"
16057,農学研究科,農業食料組織経営学1A,"{8,10,4,6,NULL}","{8,7,4,6,NULL}"
16058,農学研究科,農業食料組織経営学1B,"{7,6,4,7,7}","{7,6,4,7,6}"
16059,農学研究科,農業食料組織経営学2A,"{4,6,4,5,NULL}","{4,6,4,5,NULL}"
16060,農学研究科,農業食料組織経営学2B,"{3,5,2,5,4}","{3,5,2,5,4}"
16061,農学研究科,農業食料組織経営学専攻演習1,"{6,4,4,3,4}","{6,3,4,3,4}"
16062,農学研究科,農業食料組織経営学専攻演習2,"{3,6,2,4,4}","{3,5,2,4,4}"
16063,農学研究科,農産製造学専攻演習1,"{6,5,6,7,4}","{6,5,6,7,4}"
16064,農学研究科,農産製造学専攻演習2,"{5,6,8,3,2}","{5,6,7,3,2}"
16065,農学研究科,農産製造学専攻実験1,"{6,5,6,7,4}","{6,5,6,7,4}"
16066,農学研究科,農産製造学専攻実験2,"{5,6,8,3,2}","{5,6,7,3,2}"
16067,農学研究科,農政分析学A,"{6,11,NULL,NULL,NULL}","{6,7,NULL,NULL,NULL}"
16068,農学研究科,農政分析学B,"{4,4,NULL,NULL,NULL}","{4,3,NULL,NULL,NULL}"
16069,農学研究科,農村コミュニティ計画論,"{37,NULL,NULL,NULL,NULL}","{35,NULL,NULL,NULL,NULL}"
16070,農学研究科,農村計画学演習1,"{4,4,NULL,NULL,NULL}","{4,4,NULL,NULL,NULL}"
16071,農学研究科,農村計画学演習2,"{4,3,NULL,NULL,NULL}","{4,3,NULL,NULL,NULL}"
16072,農学研究科,農村計画学実験1,"{4,4,NULL,3,4}","{4,4,NULL,3,4}"
16073,農学研究科,農村計画学実験2,"{4,3,3,4,4}","{4,3,3,4,4}"
16074,農学研究科,発酵生理及び醸造学講義,"{25,30,36,24,49}","{25,13,9,19,24}"
16075,農学研究科,発酵生理及び醸造学専攻演習1,"{13,8,15,13,11}","{13,8,15,13,11}"
16076,農学研究科,発酵生理及び醸造学専攻演習2,"{8,15,13,11,9}","{8,14,12,11,9}"
16077,農学研究科,発酵生理及び醸造学専攻実験1,"{13,8,15,13,11}","{13,8,15,13,11}"
16078,農学研究科,発酵生理及び醸造学専攻実験2,"{8,15,13,11,9}","{8,14,12,11,9}"
16079,農学研究科,比較経済史A,"{7,5,5,4,5}","{7,4,5,4,5}"
16080,農学研究科,比較経済史B,"{6,2,5,3,3}","{6,2,5,3,3}"
16081,農学研究科,比較資源環境学,"{27,25,19,16,15}","{25,24,15,14,11}"
16082,農学研究科,比較農業経営論A,"{7,11,6,3,5}","{7,5,6,3,5}"
16083,農学研究科,比較農業経営論B,"{7,6,5,3,5}","{7,4,5,3,5}"
16084,農学研究科,比較農業論,"{26,NULL,32,20,45}","{22,NULL,26,19,42}"
16085,農学研究科,比較農業論演習2,"{1,NULL,NULL,NULL,NULL}","{1,NULL,NULL,NULL,NULL}"
16086,農学研究科,比較農業論実験2,"{1,NULL,NULL,NULL,NULL}","{1,NULL,NULL,NULL,NULL}"
16087,農学研究科,比較農業論特論4,"{15,21,NULL,NULL,21}","{11,17,NULL,NULL,12}"
16088,農学研究科,比較農業論特論7,"{10,NULL,NULL,NULL,NULL}","{5,NULL,NULL,NULL,NULL}"
16089,農学研究科,比較農史学1A,"{5,4,6,5,2}","{5,4,6,5,2}"
16090,農学研究科,比較農史学1B,"{4,3,6,3,3}","{4,3,6,3,3}"
16091,農学研究科,比較農史学2A,"{1,3,NULL,NULL,7}","{1,3,NULL,NULL,7}"
16092,農学研究科,比較農史学専攻演習1,"{4,NULL,4,2,1}","{4,NULL,4,2,1}"
16093,農学研究科,比較農史学専攻演習2,"{1,4,NULL,NULL,6}","{1,4,NULL,NULL,6}"
16094,農学研究科,比較農村社会学A,"{7,NULL,NULL,NULL,NULL}","{7,NULL,NULL,NULL,NULL}"
16095,農学研究科,比較農村社会学B,"{7,NULL,NULL,NULL,NULL}","{7,NULL,NULL,NULL,NULL}"
16096,農学研究科,微生物環境制御学専攻演習1,"{1,2,4,3,3}","{1,2,4,3,3}"
16097,農学研究科,微生物環境制御学専攻演習2,"{1,4,3,3,2}","{1,4,3,3,2}"
16098,農学研究科,微生物環境制御学専攻実験1,"{1,2,4,3,3}","{1,2,4,3,3}"
16099,農学研究科,微生物環境制御学専攻実験2,"{1,4,3,3,2}","{1,4,3,3,2}"
16100,農学研究科,微生物制御科学,"{10,NULL,NULL,NULL,15}","{10,NULL,NULL,NULL,15}"
16101,農学研究科,品質設計開発学演習1,"{4,3,NULL,2,4}","{4,3,NULL,2,3}"
16102,農学研究科,品質設計開発学演習2,"{3,NULL,2,3,1}","{2,NULL,2,3,1}"
16103,農学研究科,品質設計開発学専攻実験1,"{4,3,NULL,2,4}","{4,3,NULL,2,3}"
16104,農学研究科,品質設計開発学専攻実験2,"{3,NULL,2,3,1}","{2,NULL,2,3,1}"
16105,農学研究科,品質設計開発学特論,"{14,NULL,NULL,NULL,13}","{13,NULL,NULL,NULL,13}"
16106,農学研究科,品質評価学演習1,"{4,5,5,3,5}","{4,5,5,3,5}"
16107,農学研究科,品質評価学演習2,"{5,5,4,4,4}","{5,5,4,4,4}"
16108,農学研究科,品質評価学専攻実験1,"{4,5,5,3,5}","{4,5,5,3,5}"
16109,農学研究科,品質評価学専攻実験2,"{5,5,4,4,4}","{5,5,4,4,4}"
16110,農学研究科,品質評価学特論,"{23,NULL,NULL,NULL,15}","{22,NULL,NULL,NULL,14}"
16111,農学研究科,複合材料化学演習1,"{3,3,3,4,4}","{3,3,3,4,4}"
16112,農学研究科,複合材料化学演習2,"{3,3,4,4,4}","{3,3,4,4,4}"
16113,農学研究科,複合材料化学専攻実験1,"{3,3,3,4,4}","{3,3,3,4,4}"
16114,農学研究科,複合材料化学専攻実験2,"{3,3,4,4,4}","{3,3,4,4,4}"
16115,農学研究科,複合材料化学特論1,"{5,12,NULL,NULL,NULL}","{5,11,NULL,NULL,NULL}"
16116,農学研究科,複合材料化学特論2,"{6,13,NULL,NULL,NULL}","{6,13,NULL,NULL,NULL}"
16117,農学研究科,分子生体触媒化学講義,"{9,13,15,6,7}","{9,11,10,2,2}"
16118,農学研究科,分子生体触媒化学専攻演習1,"{1,1,NULL,NULL,NULL}","{1,1,NULL,NULL,NULL}"
16119,農学研究科,分子生体触媒化学専攻演習2,"{1,3,NULL,NULL,1}","{1,3,NULL,NULL,1}"
16120,農学研究科,分子生体触媒化学専攻実験1,"{1,1,NULL,NULL,NULL}","{1,1,NULL,NULL,NULL}"
16121,農学研究科,分子生体触媒化学専攻実験2,"{1,3,NULL,NULL,1}","{1,3,NULL,NULL,1}"
16122,農学研究科,分子発生学特論,"{6,NULL,NULL,NULL,8}","{6,NULL,NULL,NULL,7}"
16123,農学研究科,分子微生物科学講義,"{31,65,43,37,49}","{30,54,17,16,15}"
16124,農学研究科,分子微生物科学専攻演習1,"{3,3,3,4,2}","{3,3,3,4,2}"
16125,農学研究科,分子微生物科学専攻演習2,"{3,3,4,2,5}","{3,3,4,2,5}"
16126,農学研究科,分子微生物科学専攻実験1,"{3,3,3,4,2}","{3,3,3,4,2}"
16127,農学研究科,分子微生物科学専攻実験2,"{3,3,4,2,5}","{3,3,4,2,5}"
16128,農学研究科,木材構造情報学2,"{2,6,NULL,NULL,NULL}","{2,2,NULL,NULL,NULL}"
16129,農学研究科,木材構造情報学演習2,"{1,NULL,NULL,NULL,NULL}","{1,NULL,NULL,NULL,NULL}"
16130,農学研究科,木材構造情報学専攻実験2,"{1,NULL,NULL,NULL,NULL}","{1,NULL,NULL,NULL,NULL}"
16131,農学研究科,木質バイオマス変換化学講義,"{34,43,45,17,31}","{28,28,17,12,16}"
16132,農学研究科,木質バイオマス変換化学専攻演習1,"{4,2,2,3,2}","{4,2,2,3,2}"
16133,農学研究科,木質バイオマス変換化学専攻演習2,"{2,2,3,2,4}","{2,2,3,2,4}"
16134,農学研究科,木質バイオマス変換化学専攻実験1,"{4,2,2,3,2}","{4,2,2,3,2}"
16135,農学研究科,木質バイオマス変換化学専攻実験2,"{2,2,3,2,4}","{2,2,3,2,4}"
16136,農学研究科,木質構造科学 II,"{16,NULL,NULL,NULL,NULL}","{13,NULL,NULL,NULL,NULL}"
16137,農学研究科,木質構造科学演習1,"{3,3,NULL,NULL,NULL}","{3,3,NULL,NULL,NULL}"
16138,農学研究科,木質構造科学演習2,"{3,NULL,NULL,NULL,NULL}","{3,NULL,NULL,NULL,NULL}"
16139,農学研究科,木質構造科学専攻実験1,"{3,3,NULL,NULL,NULL}","{3,3,NULL,NULL,NULL}"
16140,農学研究科,木質構造科学専攻実験2,"{3,NULL,NULL,NULL,NULL}","{3,NULL,NULL,NULL,NULL}"
16141,農学研究科,利水環境解析演習1,"{1,5,NULL,NULL,NULL}","{1,5,NULL,NULL,NULL}"
16142,農学研究科,利水環境解析演習2,"{5,2,NULL,NULL,NULL}","{5,2,NULL,NULL,NULL}"
16143,農学研究科,里海生態保全学演習1,"{2,2,3,3,1}","{2,2,3,3,1}"
16144,農学研究科,里海生態保全学演習2,"{2,3,3,2,2}","{2,3,3,2,2}"
16145,農学研究科,里海生態保全学専攻実験1,"{2,2,3,3,1}","{2,2,3,3,1}"
16146,農学研究科,里海生態保全学専攻実験2,"{2,3,3,2,2}","{2,3,3,2,2}"
16147,農学研究科,流域災害制御論特論,"{11,NULL,NULL,NULL,8}","{11,NULL,NULL,NULL,7}"
16148,農学研究科,緑地環境計画特論,"{21,NULL,NULL,NULL,15}","{17,NULL,NULL,NULL,15}"
16149,農学研究科,林産加工学演習1,"{3,4,1,1,4}","{3,4,1,1,4}"
16150,農学研究科,林産加工学演習2,"{3,1,1,4,4}","{3,1,1,4,4}"
16151,農学研究科,林産加工学専攻実験1,"{3,4,1,1,4}","{3,4,1,1,4}"
16152,農学研究科,林産加工学専攻実験2,"{3,1,1,4,4}","{3,1,1,4,4}"
16153,農学研究科,林産加工学特論1,"{16,NULL,NULL,NULL,15}","{10,NULL,NULL,NULL,15}"
16154,農学研究科,林産加工学特論2,"{11,NULL,NULL,NULL,8}","{8,NULL,NULL,NULL,8}"
16155,農学研究科,蔬菜花卉園芸学演習1,"{4,5,2,4,4}","{4,5,2,4,4}"
16156,農学研究科,蔬菜花卉園芸学演習2,"{4,1,4,4,3}","{3,1,4,4,3}"
16157,農学研究科,蔬菜花卉園芸学専攻実験1,"{4,5,2,4,4}","{4,5,2,4,4}"
16158,農学研究科,蔬菜花卉園芸学専攻実験2,"{4,1,4,4,3}","{3,1,4,4,3}"
16159,農学研究科,蔬菜花卉園芸学特論,"{9,NULL,NULL,NULL,23}","{9,NULL,NULL,NULL,19}"
16160,人間・環境学研究科,アイソトープ動態論2,"{3,NULL,NULL,NULL,8}","{3,NULL,NULL,NULL,4}"
16161,人間・環境学研究科,イギリス近現代文化論1A,"{6,9,NULL,NULL,4}","{4,6,NULL,NULL,4}"
16162,人間・環境学研究科,イギリス近現代文化論2B,"{2,NULL,NULL,NULL,5}","{2,NULL,NULL,NULL,5}"
16163,人間・環境学研究科,イギリス近現代文化論3A,"{4,8,4,6,1}","{4,7,3,4,1}"
16164,人間・環境学研究科,ウイルス多様性科学,"{9,7,2,5,1}","{9,3,1,3,1}"
16165,人間・環境学研究科,ウイルス多様性科学演習1,"{7,3,2,3,1}","{7,2,2,2,1}"
16166,人間・環境学研究科,ウイルス多様性科学演習2,"{7,1,2,3,1}","{7,0,2,1,1}"
16167,人間・環境学研究科,エネルギー物質変換論1,"{9,NULL,NULL,NULL,12}","{9,NULL,NULL,NULL,7}"
16168,人間・環境学研究科,ゲノム損傷応答学,"{5,4,7,5,3}","{4,3,5,5,3}"
16169,人間・環境学研究科,ドイツ文芸思想論2,"{2,2,6,1,1}","{1,2,5,1,1}"
16170,人間・環境学研究科,パラダイム文明論1,"{5,15,NULL,NULL,NULL}","{5,11,NULL,NULL,NULL}"
16171,人間・環境学研究科,ヒストリー・オヴ・アイディアズ2,"{5,12,9,8,NULL}","{4,11,6,6,NULL}"
16172,人間・環境学研究科,ポストコロニアル思想文化論2,"{5,7,NULL,2,NULL}","{4,7,NULL,2,NULL}"
16173,人間・環境学研究科,メディア・スタディーズ1,"{12,13,NULL,NULL,NULL}","{7,5,NULL,NULL,NULL}"
16174,人間・環境学研究科,異文化理解教育論1,"{5,NULL,6,6,7}","{5,NULL,6,6,7}"
16175,人間・環境学研究科,宇宙環境動態学2,"{13,14,NULL,10,NULL}","{10,12,NULL,6,NULL}"
16176,人間・環境学研究科,宇宙環境動態学演習1,"{7,9,7,12,14}","{7,7,7,8,11}"
16177,人間・環境学研究科,運動医科学,"{23,27,26,31,32}","{20,23,25,29,28}"
16178,人間・環境学研究科,運動生理学,"{12,9,8,9,10}","{12,7,8,9,10}"
16179,人間・環境学研究科,英米文芸構造論A,"{12,NULL,NULL,NULL,NULL}","{12,NULL,NULL,NULL,NULL}"
16180,人間・環境学研究科,英米文芸構造論B,"{11,NULL,NULL,NULL,NULL}","{8,NULL,NULL,NULL,NULL}"
16181,人間・環境学研究科,英米文芸表象論A,"{15,NULL,NULL,NULL,NULL}","{8,NULL,NULL,NULL,NULL}"
16182,人間・環境学研究科,英米文芸表象論B,"{22,NULL,NULL,NULL,NULL}","{11,NULL,NULL,NULL,NULL}"
16183,人間・環境学研究科,欧米歴史社会論1A,"{1,5,4,4,3}","{1,4,4,4,2}"
16184,人間・環境学研究科,欧米歴史社会論2B,"{3,NULL,6,10,1}","{3,NULL,6,10,0}"
16185,人間・環境学研究科,科学的可視化,"{4,NULL,NULL,NULL,NULL}","{4,NULL,NULL,NULL,NULL}"
16186,人間・環境学研究科,画像情報論,"{12,9,16,11,8}","{10,7,13,8,6}"
16187,人間・環境学研究科,外国語教育学1,"{4,NULL,5,1,2}","{4,NULL,4,1,2}"
16188,人間・環境学研究科,外国語教育授業研究論1,"{6,NULL,9,4,7}","{6,NULL,9,4,7}"
16189,人間・環境学研究科,外国語教育政策論1,"{9,NULL,NULL,NULL,5}","{8,NULL,NULL,NULL,4}"
16190,人間・環境学研究科,外国語教育測定評価論1,"{13,NULL,NULL,NULL,14}","{12,NULL,NULL,NULL,11}"
16191,人間・環境学研究科,外国語教育論演習2,"{2,12,NULL,NULL,7}","{1,10,NULL,NULL,7}"
16192,人間・環境学研究科,外国語教育論特別セミナー,"{10,5,9,4,5}","{10,4,7,2,5}"
16193,人間・環境学研究科,外国語教育論特別演習1,"{4,2,3,3,4}","{4,2,3,3,4}"
16194,人間・環境学研究科,外国語教育論特別演習2,"{4,3,4,1,5}","{4,3,4,1,5}"
16195,人間・環境学研究科,外国語教授法開発論1,"{12,NULL,NULL,9,NULL}","{11,NULL,NULL,9,NULL}"
16196,人間・環境学研究科,外国語習得論1,"{5,NULL,NULL,NULL,3}","{5,NULL,NULL,NULL,3}"
16197,人間・環境学研究科,環境構成論演習A,"{5,4,7,8,8}","{5,4,7,8,8}"
16198,人間・環境学研究科,環境構成論演習B,"{4,4,6,7,8}","{4,4,6,5,7}"
16199,人間・環境学研究科,環境構成論特別演習1,"{1,1,NULL,NULL,1}","{0,1,NULL,NULL,1}"
16200,人間・環境学研究科,環境構成論特別演習2,"{1,1,NULL,NULL,1}","{0,1,NULL,NULL,1}"
16201,人間・環境学研究科,環境考古学論2,"{3,NULL,NULL,NULL,2}","{3,NULL,NULL,NULL,2}"
16202,人間・環境学研究科,環境造形論1,"{9,NULL,NULL,NULL,20}","{8,NULL,NULL,NULL,18}"
