id,faculty_name,lecture_name,register,passed
11605,工学部,Soil Mechanics I and Exercises,"{19,17,18,14,25}","{12,14,12,9,20}"
11606,工学部,Soil Mechanics II and Exercises,"{20,17,23,36,26}","{11,9,12,21,10}"
11607,工学部,Structural Mechanics I and Exercises,"{16,17,21,17,26}","{13,14,17,14,16}"
11608,工学部,Structural Mechanics II and Exercises,"{15,19,20,30,26}","{11,14,12,21,16}"
11609,工学部,Systems Analysis & Exe. for Plan. & Mng.,"{20,21,20,19,27}","{15,12,11,11,19}"
11610,工学部,Transportation Management Engineering,"{10,14,12,19,27}","{8,14,11,12,22}"
11611,工学部,Urban and Regional Planning,"{10,17,12,21,27}","{9,15,9,15,20}"
11612,工学部,Water Resources Engineering,"{10,13,13,19,23}","{9,12,12,17,20}"
11613,工学部,アルゴリズムとデータ構造入門,"{129,129,136,133,163}","{110,105,112,114,132}"
11614,工学部,アルゴリズム論,"{88,121,107,107,106}","{77,107,86,90,45}"
11615,工学部,アンテナ・伝搬工学,"{7,10,6,16,6}","{1,2,2,4,2}"
11616,工学部,インターンシップ,"{3,2,3,4,3}","{2,1,1,3,3}"
11617,工学部,エネルギー・材料熱化学1,"{97,110,116,112,115}","{80,104,90,85,88}"
11618,工学部,エネルギー・材料熱化学2,"{91,99,89,102,103}","{65,87,66,72,62}"
11619,工学部,エネルギー応用工学設計演習・実験1,"{35,37,36,36,35}","{33,36,35,35,35}"
11620,工学部,エネルギー応用工学設計演習・実験2,"{34,41,32,29,30}","{33,38,29,28,29}"
11621,工学部,エネルギー化学1,"{44,68,60,72,80}","{18,56,27,36,31}"
11622,工学部,エネルギー化学2,"{47,49,51,57,65}","{38,38,33,40,41}"
11623,工学部,エネルギー変換工学,"{173,203,182,187,181}","{129,181,115,124,118}"
11624,工学部,エレクトロニクス入門,"{138,157,166,144,180}","{122,140,139,121,133}"
11625,工学部,オペレーティングシステム,"{61,68,67,60,65}","{46,52,52,29,38}"
11626,工学部,グラフ理論,"{227,209,232,233,254}","{199,171,183,180,191}"
11627,工学部,グリーンケミストリー概論,"{119,125,130,126,137}","{108,114,107,98,98}"
11628,工学部,グローバル・リーダーシップセミナー I (企業調査研究),"{2,NULL,NULL,NULL,NULL}","{2,NULL,NULL,NULL,NULL}"
11629,工学部,グローバル・リーダーシップセミナー II (イノベーションとその事,"{4,NULL,NULL,NULL,NULL}","{4,NULL,NULL,NULL,NULL}"
11630,工学部,コンクリート工学,"{52,41,49,42,55}","{39,36,39,35,40}"
11631,工学部,コンピュータネットワーク,"{90,74,106,113,111}","{70,49,76,70,67}"
11632,工学部,システム解析入門,"{50,58,67,65,57}","{38,46,35,27,17}"
11633,工学部,システム工学,"{51,60,53,50,44}","{37,44,34,39,26}"
11634,工学部,システム工学実験,"{10,18,13,13,35}","{8,17,11,11,33}"
11635,工学部,システム最適化,"{130,126,123,134,NULL}","{109,105,87,90,NULL}"
11636,工学部,ソフトウェア工学,"{69,57,77,66,72}","{50,31,48,38,44}"
11637,工学部,ディジタル回路,"{156,160,156,154,170}","{129,123,123,88,111}"
11638,工学部,ディジタル信号処理,"{81,88,65,85,116}","{40,57,49,47,52}"
11639,工学部,ディジタル制御,"{100,81,71,77,104}","{72,57,45,44,66}"
11640,工学部,データベース,"{52,62,78,84,109}","{35,46,55,48,64}"
11641,工学部,パターン認識と機械学習,"{91,94,NULL,NULL,NULL}","{50,59,NULL,NULL,NULL}"
11642,工学部,パワーエレクトロニクス,"{149,150,142,150,151}","{112,122,117,118,116}"
11643,工学部,ビジネス数理,"{12,36,41,51,55}","{6,30,38,47,42}"
11644,工学部,ヒューマンインタフェース,"{64,59,76,45,80}","{28,33,54,27,59}"
11645,工学部,プラズマ工学,"{51,44,50,46,59}","{29,23,16,15,27}"
11646,工学部,プラズマ物理学,"{49,48,51,39,42}","{32,32,38,25,29}"
11647,工学部,プログラミング演習,"{44,47,56,49,54}","{43,42,50,39,46}"
11648,工学部,プログラミング言語,"{77,79,93,65,59}","{53,46,59,51,45}"
11649,工学部,プログラミング言語処理系,"{64,64,71,62,61}","{40,49,61,47,51}"
11650,工学部,プログラミング入門,"{117,107,113,111,108}","{108,93,89,96,81}"
11651,工学部,プロセスシステム工学,"{42,40,41,41,43}","{36,36,36,39,39}"
11652,工学部,プロセス制御工学,"{41,43,41,40,43}","{34,39,35,40,41}"
11653,工学部,プロセス設計,"{40,39,41,41,45}","{40,39,40,41,45}"
11654,工学部,マイクロ加工学,"{21,19,14,14,24}","{16,12,11,11,14}"
11655,工学部,マイクロ材料の加工・評価の基礎,"{9,4,NULL,NULL,9}","{9,4,NULL,NULL,8}"
11656,工学部,マイクロ波工学,"{17,10,15,27,22}","{12,7,11,15,13}"
11657,工学部,メカトロニクス入門,"{93,86,91,104,138}","{70,59,60,69,116}"
11658,工学部,メディア情報処理,"{45,99,NULL,NULL,NULL}","{23,67,NULL,NULL,NULL}"
11659,工学部,移動現象,"{41,41,42,41,41}","{34,40,38,38,40}"
11660,工学部,一般力学,"{206,219,221,225,218}","{156,173,161,158,149}"
11661,工学部,応用代数学,"{90,116,85,98,120}","{64,99,56,69,73}"
11662,工学部,応用電気機器,"{26,15,35,24,28}","{16,8,19,12,11}"
11663,工学部,応用電磁気学,"{197,215,207,207,217}","{148,196,162,143,143}"
11664,工学部,応用電力工学,"{26,36,20,22,19}","{19,27,16,12,10}"
11665,工学部,下水道工学,"{59,61,70,80,64}","{43,49,45,50,36}"
11666,工学部,化学のフロンティア(創成化学),"{13,9,4,13,21}","{7,6,4,6,13}"
11667,工学部,化学プロセス工学,"{215,231,232,242,239}","{131,175,141,148,172}"
11668,工学部,化学プロセス工学基礎,"{266,290,287,291,276}","{222,240,225,220,215}"
11669,工学部,化学プロセス工学実験I(化学工学),"{41,41,41,40,40}","{41,40,41,40,40}"
11670,工学部,化学プロセス工学実験II(化学工学),"{41,40,41,40,40}","{41,39,41,40,40}"
11671,工学部,化学工学シミュレーション,"{41,39,41,40,41}","{37,34,39,39,41}"
11672,工学部,化学工学計算機演習,"{46,43,46,43,43}","{44,41,41,36,42}"
11673,工学部,化学工学数学I(化学工学),"{44,45,46,45,45}","{37,38,38,33,39}"
11674,工学部,化学工学数学II,"{43,44,41,42,44}","{38,36,36,40,37}"
11675,工学部,化学工学量論,"{48,44,44,43,43}","{43,40,41,40,41}"
11676,工学部,化学実験の安全指針,"{244,241,227,241,254}","{244,240,225,240,250}"
11677,工学部,化学数学(創成化学),"{85,85,84,84,84}","{77,81,51,69,63}"
11678,工学部,化学数学I(先端化学),"{132,NULL,NULL,NULL,NULL}","{107,NULL,NULL,NULL,NULL}"
11679,工学部,化学数学II,"{102,116,103,99,123}","{80,86,69,58,79}"
11680,工学部,化学生物学,"{71,76,67,87,88}","{66,73,62,82,79}"
11681,工学部,化学統計力学(先端化学),"{16,NULL,NULL,NULL,NULL}","{9,NULL,NULL,NULL,NULL}"
11682,工学部,加速器工学,"{24,27,28,19,41}","{17,24,18,13,19}"
11683,工学部,科学英語(化学工学),"{10,8,5,20,19}","{6,5,4,17,13}"
11684,工学部,科学英語(先端化学),"{30,NULL,NULL,NULL,NULL}","{11,NULL,NULL,NULL,NULL}"
11685,工学部,科学英語(創成化学),"{24,37,6,14,28}","{9,18,5,10,19}"
11686,工学部,科学英語(地球),"{127,91,116,106,139}","{104,74,87,75,127}"
11687,工学部,河川工学,"{35,52,28,56,55}","{28,38,11,29,29}"
11688,工学部,解析力学,"{48,48,62,47,45}","{36,36,40,32,22}"
11689,工学部,海岸工学,"{73,100,67,78,98}","{48,81,51,48,77}"
11690,工学部,核物理基礎論,"{16,16,14,15,10}","{9,8,6,2,2}"
11691,工学部,確率と統計,"{58,77,55,62,87}","{37,55,38,38,27}"
11692,工学部,確率統計解析及び演習,"{185,207,203,195,194}","{164,188,175,150,159}"
11693,工学部,確率離散事象論,"{72,76,65,66,68}","{37,48,33,36,30}"
11694,工学部,学外実習,"{1,11,10,15,16}","{1,11,10,15,16}"
11695,工学部,環境安全化学,"{159,154,128,130,168}","{125,133,110,115,135}"
11696,工学部,環境衛生学,"{193,195,204,191,176}","{169,184,182,163,158}"
11697,工学部,環境工学解析演習,"{35,23,NULL,NULL,NULL}","{28,22,NULL,NULL,NULL}"
11698,工学部,環境工学実験1,"{46,44,40,41,33}","{40,33,34,34,31}"
11699,工学部,環境工学実験2,"{31,35,42,30,28}","{28,27,38,28,25}"
11700,工学部,環境生物・化学,"{182,200,190,214,190}","{147,136,128,167,126}"
11701,工学部,環境装置工学,"{51,55,61,54,54}","{38,41,39,28,31}"
11702,工学部,環境保全概論,"{225,231,208,191,219}","{187,213,165,166,184}"
11703,工学部,岩盤工学(資源工学コース),"{25,29,31,29,35}","{19,27,27,23,33}"
11704,工学部,岩盤工学(土木工学コース),"{19,31,12,33,44}","{13,14,4,9,12}"
11705,工学部,基礎環境工学I,"{180,204,203,207,183}","{158,197,176,171,142}"
11706,工学部,基礎環境工学II,"{156,150,155,122,147}","{139,136,131,87,126}"
11707,工学部,基礎数理演習,"{45,49,50,43,42}","{42,45,43,39,40}"
11708,工学部,基礎無機化学,"{273,287,289,290,285}","{231,239,236,235,231}"
11709,工学部,基礎流体力学,"{45,41,41,43,41}","{43,38,41,41,37}"
11710,工学部,機械システム学セミナー,"{77,76,71,68,63}","{75,75,71,68,62}"
11711,工学部,機械システム工学実験1,"{65,67,58,65,67}","{60,66,53,61,64}"
11712,工学部,機械システム工学実験2,"{69,66,58,68,67}","{68,63,57,64,61}"
11713,工学部,機械システム工学実験3,"{76,71,66,66,65}","{76,71,64,65,65}"
11714,工学部,機械学習,"{113,99,NULL,99,102}","{62,60,NULL,41,42}"
11715,工学部,機械製作実習,"{109,111,108,90,99}","{107,104,104,88,95}"
11716,工学部,機械設計演習1,"{108,108,105,111,110}","{108,108,104,111,109}"
11717,工学部,機械設計演習2,"{12,24,38,31,27}","{12,24,38,30,27}"
11718,工学部,機械設計製作,"{172,178,184,172,182}","{154,161,127,128,156}"
11719,工学部,機器分析化学(創成化学),"{81,85,83,82,84}","{76,82,80,78,76}"
11720,工学部,気体力学,"{26,28,31,26,28}","{18,17,18,9,12}"
11721,工学部,技術英語,"{52,68,NULL,33,33}","{42,57,NULL,18,20}"
11722,工学部,金属材料学,"{60,70,67,72,77}","{48,62,49,55,42}"
11723,工学部,空間情報学,"{91,92,68,83,88}","{42,40,20,23,31}"
11724,工学部,空気力学,"{26,22,25,24,24}","{17,19,14,12,11}"
11725,工学部,景観デザイン論,"{94,95,98,98,90}","{86,85,81,80,75}"
11726,工学部,計画システム分析及び演習,"{203,209,209,213,205}","{177,169,171,148,115}"
11727,工学部,計算と論理,"{63,84,83,57,82}","{33,51,55,35,55}"
11728,工学部,計算化学工学,"{42,40,41,41,41}","{40,38,41,40,39}"
11729,工学部,計算機アーキテクチャ,"{63,74,72,63,65}","{43,49,49,43,42}"
11730,工学部,計算機ソフトウェア,"{144,144,138,138,155}","{113,121,97,86,109}"
11731,工学部,計算機の構成,"{60,67,65,61,66}","{53,50,54,51,56}"
11732,工学部,計算機科学のための数学演習,"{55,57,56,54,54}","{49,47,51,52,51}"
11733,工学部,計算機科学概論,"{103,109,103,115,111}","{88,94,90,101,94}"
11734,工学部,計算機科学実験及演習1,"{55,56,57,53,53}","{54,54,56,52,53}"
11735,工学部,計算機科学実験及演習2,"{59,59,57,55,56}","{56,53,52,54,53}"
11736,工学部,計算機科学実験及演習3,"{58,56,56,54,55}","{52,49,55,52,54}"
11737,工学部,計算機科学実験及演習4,"{56,56,55,53,54}","{51,52,53,50,53}"
11738,工学部,計算機工学,"{166,162,157,156,160}","{132,115,126,112,128}"
11739,工学部,計算機数学,"{175,242,238,223,241}","{132,184,175,147,183}"
11740,工学部,計測学,"{187,190,201,201,197}","{152,143,153,155,131}"
11741,工学部,結晶回折学,"{58,63,71,77,81}","{49,52,57,59,54}"
11742,工学部,結晶物性学,"{91,110,101,100,119}","{56,85,60,56,62}"
11743,工学部,建築・都市行政,"{98,92,95,88,90}","{87,78,85,75,79}"
11744,工学部,建築安全設計,"{29,20,14,41,36}","{24,11,5,20,12}"
11745,工学部,建築応用数学,"{80,85,75,72,76}","{34,42,29,24,45}"
11746,工学部,建築温熱環境設計,"{81,87,90,83,84}","{68,65,63,74,75}"
11747,工学部,建築環境工学I,"{93,92,91,91,92}","{85,81,72,78,80}"
11748,工学部,建築環境工学II,"{111,113,119,117,127}","{100,87,83,76,87}"
11749,工学部,建築環境工学演習,"{75,64,55,61,62}","{61,49,43,52,44}"
11750,工学部,建築基礎構造,"{39,50,34,44,56}","{21,27,18,17,15}"
11751,工学部,建築計画学I,"{88,93,93,98,92}","{85,85,80,87,72}"
11752,工学部,建築計画学II,"{61,73,49,67,63}","{50,53,29,49,45}"
11753,工学部,建築光・音環境学,"{87,94,85,93,85}","{74,72,58,69,54}"
11754,工学部,建築工学概論,"{86,111,104,116,102}","{77,97,80,88,65}"
11755,工学部,建築構造解析,"{68,81,68,56,93}","{38,62,55,46,66}"
11756,工学部,建築構造力学I,"{124,122,119,129,110}","{92,85,73,90,64}"
11757,工学部,建築構造力学II,"{104,97,96,97,97}","{100,73,79,81,78}"
11758,工学部,建築構造力学III,"{85,90,89,92,83}","{70,82,78,79,76}"
11759,工学部,建築材料,"{90,84,90,91,92}","{74,69,81,77,81}"
11760,工学部,建築情報システム学,"{77,79,84,82,84}","{73,77,79,76,82}"
11761,工学部,建築情報処理演習,"{89,87,67,56,83}","{74,65,53,36,69}"
11762,工学部,建築生産I,"{93,91,95,93,98}","{91,84,83,79,88}"
11763,工学部,建築生産II,"{82,79,94,85,87}","{77,78,73,68,57}"
11764,工学部,建築設計論,"{98,91,88,91,91}","{89,77,79,85,82}"
11765,工学部,建築設備システム,"{94,93,93,97,92}","{78,77,79,82,77}"
11766,工学部,建築設備計画法,"{28,30,16,28,33}","{19,20,9,18,9}"
11767,工学部,建築造形実習,"{83,85,83,85,83}","{80,84,82,85,83}"
11768,工学部,建築論,"{84,84,81,91,76}","{76,79,71,79,68}"
11769,工学部,原子核工学実験1,"{22,22,21,20,22}","{20,22,21,19,22}"
11770,工学部,原子核工学実験2,"{19,18,19,14,17}","{17,17,19,13,13}"
11771,工学部,原子核工学序論1,"{26,52,44,61,46}","{22,40,35,47,32}"
11772,工学部,原子核工学序論2,"{30,38,40,51,64}","{27,29,31,43,48}"
11773,工学部,原子物理学,"{153,155,172,171,176}","{122,117,104,107,119}"
11774,工学部,原子炉基礎演習・実験,"{16,17,11,7,6}","{9,4,8,4,4}"
11775,工学部,原子炉物理学,"{23,30,32,23,26}","{18,27,26,17,21}"
11776,工学部,現代制御論,"{23,29,30,38,27}","{17,16,15,19,20}"
11777,工学部,言語・オートマトン,"{151,116,115,121,134}","{128,87,80,96,92}"
11778,工学部,固相系分離工学,"{40,40,41,39,40}","{37,39,39,39,40}"
11779,工学部,固体の力学物性と破壊,"{36,39,40,33,41}","{26,33,28,21,26}"
11780,工学部,固体電子工学,"{139,144,140,133,133}","{110,126,102,79,88}"
11781,工学部,固体電子論,"{65,74,68,77,67}","{40,58,28,40,32}"
11782,工学部,固体物性学,"{10,11,8,7,14}","{5,8,4,3,4}"
11783,工学部,固体物性論,"{91,75,66,98,100}","{46,59,38,65,62}"
11784,工学部,固体物理学,"{147,169,175,166,178}","{118,151,136,128,144}"
11785,工学部,固体力学,"{24,27,24,23,23}","{20,21,22,21,19}"
11786,工学部,交通マネジメント工学,"{91,98,97,98,89}","{85,78,83,73,63}"
11787,工学部,光工学1,"{71,74,81,94,91}","{52,50,58,68,61}"
11788,工学部,光工学2,"{20,19,10,19,17}","{8,12,5,9,8}"
11789,工学部,光通信工学,"{6,17,6,23,13}","{3,9,3,2,5}"
11790,工学部,光電子デバイス工学,"{11,13,11,15,13}","{2,8,1,6,0}"
11791,工学部,公共経済学,"{158,157,144,151,150}","{116,132,115,102,105}"
11792,工学部,工学序論,"{398,448,162,219,216}","{276,189,39,61,66}"
11793,工学部,工学倫理,"{185,334,216,280,293}","{113,202,87,136,102}"
11794,工学部,工業化学概論,"{257,270,275,279,272}","{228,244,242,246,224}"
11795,工学部,工業計測,"{38,36,49,53,66}","{23,26,23,23,32}"
11796,工学部,工業数学A1,"{130,148,144,142,152}","{109,112,108,101,104}"
11797,工学部,工業数学A2,"{88,107,95,89,110}","{66,82,63,59,80}"
11798,工学部,工業数学A3,"{111,123,117,109,143}","{46,71,53,38,47}"
11799,工学部,工業数学B1,"{204,221,211,215,208}","{173,180,156,174,157}"
11800,工学部,工業数学B2(資源工学コース),"{41,44,41,32,31}","{24,37,29,20,28}"
11801,工学部,工業数学B2(土木工学コース),"{107,96,75,76,90}","{97,93,60,61,68}"
11802,工学部,工業数学C,"{72,94,87,89,80}","{65,71,73,54,51}"
11803,工学部,工業数学F1,"{233,262,258,257,259}","{216,224,222,190,195}"
11804,工学部,工業数学F2,"{231,268,253,251,240}","{195,257,185,186,175}"
11805,工学部,工業数学F3,"{119,122,139,131,142}","{94,108,90,108,121}"
11806,工学部,工業力学A,"{187,198,179,184,185}","{156,148,114,125,119}"
11807,工学部,構造・材料実験,"{21,26,13,21,28}","{18,18,9,18,20}"
11808,工学部,構造実験・解析演習,"{81,74,46,51,70}","{71,66,42,42,67}"
11809,工学部,構造設計演習,"{34,38,31,27,35}","{27,27,23,19,16}"
11810,工学部,構造物性学,"{57,61,59,69,69}","{45,59,48,52,50}"
11811,工学部,構造力学II及び演習,"{120,124,133,113,118}","{104,114,116,82,100}"
11812,工学部,構造力学I及び演習,"{199,218,212,212,211}","{150,174,151,156,139}"
11813,工学部,航空宇宙機力学,"{27,24,33,25,27}","{17,14,24,12,17}"
11814,工学部,航空宇宙工学演義,"{23,23,17,22,18}","{23,23,17,21,18}"
11815,工学部,航空宇宙工学実験1,"{23,22,25,21,21}","{23,21,22,18,19}"
11816,工学部,航空宇宙工学実験2,"{23,20,23,18,21}","{21,19,22,16,18}"
11817,工学部,行動・建築デザイン論,"{81,85,88,93,88}","{71,70,78,78,59}"
11818,工学部,高分子化学I,"{83,85,81,83,84}","{72,77,77,81,80}"
11819,工学部,高分子化学II,"{79,74,79,76,77}","{76,70,78,72,76}"
11820,工学部,高分子化学概論I(先端化学),"{119,NULL,NULL,NULL,NULL}","{95,NULL,NULL,NULL,NULL}"
11821,工学部,高分子化学概論II(先端化学),"{82,NULL,NULL,NULL,NULL}","{56,NULL,NULL,NULL,NULL}"
11822,工学部,高分子化学基礎I(創成化学),"{88,85,86,86,88}","{81,80,84,80,81}"
11823,工学部,高分子化学基礎II(創成化学),"{83,83,80,82,82}","{68,76,74,78,71}"
11824,工学部,高分子化学序論,"{250,239,241,248,242}","{234,201,220,230,222}"
11825,工学部,高分子材料概論,"{57,65,60,57,70}","{26,21,40,43,50}"
11826,工学部,最先端機器分析(創成化学),"{82,84,78,82,NULL}","{77,81,73,75,NULL}"
11827,工学部,最適化,"{56,62,53,57,NULL}","{47,50,36,45,NULL}"
11828,工学部,最適化入門,"{116,111,NULL,NULL,NULL}","{97,98,NULL,NULL,NULL}"
11829,工学部,材料と塑性,"{27,34,37,26,37}","{17,20,26,14,27}"
11830,工学部,材料科学基礎1,"{72,78,77,84,78}","{47,56,56,61,46}"
11831,工学部,材料科学基礎2,"{110,119,126,113,123}","{82,94,82,75,80}"
11832,工学部,材料科学基礎3,"{71,73,67,68,150}","{58,62,55,49,110}"
11833,工学部,材料科学実験および演習1,"{56,57,56,56,56}","{53,57,52,54,56}"
11834,工学部,材料科学実験および演習2,"{54,62,54,54,56}","{49,60,52,53,55}"
11835,工学部,材料学,"{107,111,112,104,110}","{93,105,108,93,99}"
11836,工学部,材料基礎学1,"{205,200,196,200,208}","{154,160,149,160,172}"
11837,工学部,材料基礎学2,"{40,40,35,35,24}","{12,27,13,21,10}"
11838,工学部,材料強度学,"{20,18,20,21,37}","{14,12,12,17,19}"
11839,工学部,材料強度物性,"{51,60,53,54,61}","{32,42,35,28,23}"
11840,工学部,材料実験,"{10,11,12,11,13}","{10,9,9,8,10}"
11841,工学部,材料組織学,"{62,67,62,59,71}","{52,60,49,48,52}"
11842,工学部,材料電気化学,"{68,76,70,82,76}","{45,66,36,49,55}"
11843,工学部,材料統計物理学,"{65,76,69,77,73}","{42,56,45,38,37}"
11844,工学部,材料熱力学1,"{71,76,81,80,83}","{64,68,68,60,74}"
11845,工学部,材料熱力学2,"{71,79,89,80,83}","{56,69,63,55,68}"
11846,工学部,材料物理化学,"{57,59,48,48,84}","{46,49,34,39,44}"
11847,工学部,材料分析化学,"{61,69,91,81,69}","{54,65,81,74,34}"
11848,工学部,材料有機合成化学,"{65,70,55,64,79}","{56,68,55,60,70}"
11849,工学部,材料力学1,"{291,310,296,316,296}","{206,256,208,215,224}"
11850,工学部,材料力学2,"{267,281,268,283,279}","{190,210,202,189,182}"
11851,工学部,錯体化学(創成化学),"{76,73,71,77,79}","{47,65,61,65,60}"
11852,工学部,資源エネルギー論,"{193,216,207,208,198}","{169,182,171,166,166}"
11853,工学部,資源工学フィールド実習,"{21,26,26,29,28}","{18,25,25,25,27}"
11854,工学部,資源工学基礎実験,"{35,33,31,34,34}","{33,32,31,34,32}"
11855,工学部,資源工学材料実験,"{22,26,26,26,33}","{19,26,26,25,31}"
11856,工学部,資源工学入門,"{181,211,217,211,191}","{148,187,166,156,128}"
11857,工学部,資源情報解析学,"{12,9,7,9,12}","{10,6,7,8,8}"
11858,工学部,自動制御工学,"{141,147,132,145,162}","{110,111,98,99,105}"
11859,工学部,社会システム計画論,"{120,120,128,117,128}","{97,109,109,93,85}"
11860,工学部,社会基盤デザインI,"{182,214,208,196,194}","{156,196,174,156,169}"
11861,工学部,社会基盤デザインII,"{109,98,102,92,101}","{103,93,99,91,97}"
11862,工学部,社会防災工学,"{24,28,15,7,NULL}","{13,14,9,6,NULL}"
11863,工学部,集積回路工学,"{27,23,24,51,32}","{7,8,17,34,21}"
11864,工学部,住居計画学,"{93,91,103,109,94}","{87,82,90,88,64}"
11865,工学部,上水道工学,"{76,57,93,91,79}","{61,47,70,50,46}"
11866,工学部,情報システム,"{55,60,58,44,78}","{41,48,44,35,58}"
11867,工学部,情報システム理論,"{19,33,30,41,27}","{6,14,5,7,9}"
11868,工学部,情報セキュリティ演習,"{10,12,13,20,NULL}","{9,11,13,12,NULL}"
11869,工学部,情報と職業,"{62,84,65,82,74}","{56,69,60,77,64}"
11870,工学部,情報処理及び演習,"{195,180,193,208,192}","{167,146,164,183,153}"
11871,工学部,情報通信工学,"{17,21,24,32,28}","{13,14,14,20,21}"
11872,工学部,情報伝送工学,"{78,93,84,91,120}","{47,59,50,65,68}"
11873,工学部,情報符号理論,"{112,121,128,112,111}","{102,106,109,84,95}"
11874,工学部,情報符号理論続論,"{52,54,NULL,43,NULL}","{36,23,NULL,16,NULL}"
11875,工学部,情報理論,"{161,163,169,161,168}","{142,123,131,115,117}"
11876,工学部,触媒化学,"{13,29,16,19,24}","{5,16,13,4,12}"
11877,工学部,信号とシステム,"{27,31,23,30,42}","{6,4,6,7,17}"
11878,工学部,振動工学,"{140,144,156,166,139}","{118,120,120,126,109}"
11879,工学部,真空電子工学,"{143,127,126,119,NULL}","{122,105,76,77,NULL}"
11880,工学部,人工知能,"{128,92,90,93,94}","{85,68,60,65,67}"
11881,工学部,推進基礎論,"{26,25,31,29,26}","{22,19,19,19,17}"
11882,工学部,水資源工学,"{91,91,91,100,99}","{79,76,65,78,62}"
11883,工学部,水質学,"{50,50,57,53,53}","{43,45,48,37,40}"
11884,工学部,水文学基礎,"{144,159,169,147,162}","{94,144,143,92,122}"
11885,工学部,水理学及び演習,"{187,213,210,206,194}","{150,128,141,148,122}"
11886,工学部,水理実験,"{78,77,97,90,94}","{70,68,97,88,93}"
11887,工学部,水理水工学,"{93,106,89,88,111}","{79,98,76,66,88}"
11888,工学部,数値解析,"{88,117,126,124,104}","{70,91,94,75,58}"
11889,工学部,数値計算演習,"{7,47,44,41,49}","{5,37,36,34,43}"
11890,工学部,数値計算法及び演習,"{18,27,19,17,26}","{11,20,16,14,24}"
11891,工学部,数理解析,"{56,94,51,63,84}","{28,30,17,28,42}"
11892,工学部,数理工学セミナー,"{21,44,27,19,29}","{21,43,25,18,26}"
11893,工学部,数理工学概論,"{97,105,102,103,108}","{90,97,93,97,92}"
11894,工学部,数理工学実験,"{51,49,51,46,41}","{41,36,41,37,35}"
11895,工学部,世界建築史,"{87,160,160,126,188}","{77,145,65,45,129}"
11896,工学部,制御工学1,"{196,222,198,183,239}","{149,178,124,123,149}"
11897,工学部,制御工学2,"{142,137,131,125,123}","{105,118,70,62,68}"
11898,工学部,生化学I(先端化学),"{122,NULL,NULL,NULL,NULL}","{97,NULL,NULL,NULL,NULL}"
11899,工学部,生化学II,"{88,84,89,92,103}","{57,69,61,68,75}"
11900,工学部,生産工学,"{100,118,101,115,117}","{89,110,78,93,88}"
11901,工学部,生体医療工学,"{23,27,8,15,27}","{12,19,6,10,16}"
11902,工学部,生体関連物質化学(創成化学),"{80,83,81,83,84}","{72,82,79,80,76}"
11903,工学部,生体工学の基礎,"{82,79,59,67,64}","{55,48,41,42,39}"
11904,工学部,生物化学工学,"{88,91,119,108,126}","{52,65,43,60,68}"
11905,工学部,生物物理学,"{24,26,30,23,47}","{19,25,24,11,39}"
11906,工学部,生命化学基礎(先端化学),"{152,NULL,NULL,NULL,NULL}","{115,NULL,NULL,NULL,NULL}"
11907,工学部,生命情報学,"{73,70,69,55,88}","{55,44,54,37,71}"
11908,工学部,精密加工学,"{15,12,8,9,18}","{11,8,5,5,7}"
11909,工学部,設計演習I,"{87,84,83,90,83}","{85,82,78,86,80}"
11910,工学部,設計演習II,"{89,87,86,87,84}","{85,82,80,80,81}"
11911,工学部,設計演習III,"{37,49,44,53,33}","{30,37,34,33,32}"
11912,工学部,設計演習IV,"{25,27,24,27,31}","{23,26,22,23,26}"
11913,工学部,設計演習V,"{28,23,21,21,23}","{27,18,21,19,23}"
11914,工学部,設計演習基礎,"{80,87,82,84,81}","{76,85,80,82,81}"
11915,工学部,設計工学1,"{101,118,108,111,115}","{89,112,86,97,97}"
11916,工学部,設計工学2,"{93,97,89,85,89}","{78,81,73,64,52}"
11917,工学部,先端化学実験I(先端化学),"{117,NULL,NULL,NULL,NULL}","{115,NULL,NULL,NULL,NULL}"
11918,工学部,先端化学実験II(先端化学),"{116,NULL,NULL,NULL,NULL}","{109,NULL,NULL,NULL,NULL}"
11919,工学部,先端機器分析科学(先端化学),"{22,NULL,NULL,NULL,NULL}","{10,NULL,NULL,NULL,NULL}"
11920,工学部,先端資源エネルギー工学,"{39,42,50,45,51}","{23,36,39,38,42}"
11921,工学部,専門英語,"{15,14,NULL,12,16}","{7,4,NULL,4,4}"
11922,工学部,線形制御理論,"{47,56,50,51,52}","{42,37,35,33,39}"
11923,工学部,組み込み計算機システム,"{83,84,86,80,109}","{46,44,57,61,68}"
11924,工学部,創成化学実験I(創成化学),"{80,83,81,80,80}","{80,82,81,80,80}"
11925,工学部,創成化学実験II(創成化学),"{80,84,79,80,80}","{79,84,79,80,80}"
11926,工学部,測量学及び実習,"{124,139,114,111,112}","{112,130,104,102,107}"
11927,工学部,耐震・耐風・設計論,"{56,56,40,49,71}","{48,44,28,34,44}"
11928,工学部,耐震構造,"{84,82,85,82,85}","{69,73,69,65,72}"
11929,工学部,耐風構造,"{14,23,12,13,24}","{4,4,1,3,9}"
11930,工学部,大気・地球環境工学,"{97,89,108,73,96}","{82,70,83,56,73}"
11931,工学部,弾性体の力学解析,"{41,47,40,37,42}","{29,37,20,29,34}"
11932,工学部,知能システム工学,"{27,20,37,27,33}","{9,9,18,15,14}"
